id,title,author,type,publishedYear,isbn,filename,postUrl,attachmentUrl
openBook261,Το λαμπρό αμάξι,Ζαχαρίας Παπαντωνίου (1877-1940),Διήγημα,2018,,Το λαμπρό αμάξι.pdf,https://www.openbook.gr/to-lampro-amaxi/,http://bit.ly/2P9OLmh
openBook262,,,,,,.pdf,https://www.openbook.gr/what-is-open-access/,
openBook263,,,,,,.pdf,https://www.openbook.gr/open-source-hardware-tattoo/,
openBook264,,,,,,.pdf,https://www.openbook.gr/linux-sta-sxoleia/,
openBook265,,,,,,.pdf,https://www.openbook.gr/akouse-ena-vivlio/,
openBook266,,,,,,.pdf,https://www.openbook.gr/i-anadysi-toy-ideologikopolitikoy-reymatos-ton-koinon/,
openBook267,"Άκου, το κέρας θλίβεται","Πωλ Βερλαίν (Paul Verlaine, 1844-1896)",Ποίηση,2019,,"Άκου, το κέρας θλίβεται.pdf",https://www.openbook.gr/akou-to-keras-thlivetai/,http://bit.ly/2nuc9Dg
openBook268,Το λαμπρό αμάξι,Ζαχαρίας Παπαντωνίου (1877-1940),Διήγημα,2018,,Το λαμπρό αμάξι.pdf,https://www.openbook.gr/to-lampro-amaxi/,http://bit.ly/2P9OLmh
openBook269,12/12/12,,,2012,978-960-99990-2-1,12/12/12.pdf,https://www.openbook.gr/12-12-12/,http://bit.ly/2tnnkM1
openBook270,Δυο καρδιές που αγαπήθηκαν,"Αλέξανδρος Δουμάς (πατέρας) [Alexandre Dumas, 1802-1870]",Αισθηματικό μυθιστόρημα,2019,,Δυο καρδιές που αγαπήθηκαν.pdf,https://www.openbook.gr/dyo-kardies-pou-agapithikan/,http://bit.ly/2GIDwka
openBook271,Φάουστ,"Γιόχαν Βόλφγκανγκ Γκαίτε (Johann Wolfgang Goethe, 1749-1832)",Θεατρικό έργο,1924,,Φάουστ.pdf,https://www.openbook.gr/faust/,http://bit.ly/2FOpHBF
openBook272,Οι Στίχοι του Καπετάνιου (επιλογή),Πάμπλο Νερούδα (Pablo Neruda),Ποίηση,2014,,Οι Στίχοι του Καπετάνιου (επιλογή).pdf,https://www.openbook.gr/oi-stixoi-tou-kapetaniou/,http://bit.ly/2zO1OXu
openBook273,,,,,,.pdf,https://www.openbook.gr/digital-comic-museum/,
openBook274,Θρήνος για τον Ιγνάθιο Σάντσεθ Μεχίας,"Φεδερίκο Γκαρθία Λόρκα (Federico García Lorca, 1898-1936)",Ποίηση,2014,,Θρήνος για τον Ιγνάθιο Σάντσεθ Μεχίας.pdf,https://www.openbook.gr/thrinos-gia-ton-ignacio-sanchez-mejias/,http://bit.ly/2jHQyVp
openBook275,Το Σχολείο,"✔ Ο αντιπρόεδρος Κώστας Στοφόρος, δημοσιογράφος – συγγραφέας. Τα υπόλοιπα μέλη ήταν οι: ✔ Νίκος Γκαμαρλιάς, νικητής Β‟ Διαγωνισμού ✔ Δρ Ευαγγελία Κανταρτζή, Πρόεδρος Μουσείου Σχολικής Ζωής και Εκπαίδευσης ✔ Ντίνα Σαρακηνού, Διευθύντρια Literature.gr",Διήγημα,2018,978-618-81798-2-0,Το Σχολείο.pdf,https://www.openbook.gr/to-sxoleio/,http://bit.ly/2K3rx01
openBook276,Ο Τορκουεμάδας,"Βίκτωρ Ουγκώ (Victor Hugo, 1802-1885)",Θεατρικό έργο,1883,,Ο Τορκουεμάδας.pdf,https://www.openbook.gr/o-torkouemadas/,http://bit.ly/2VezfbT
openBook277,Μία από τα ίδια,Γιώργος Ιατρίδης,Αφήγημα,2018,,Μία από τα ίδια.pdf,https://www.openbook.gr/mia-apo-ta-idia/,http://bit.ly/2zKt0DS
openBook278,Τα μικρά β',Γιώργος Δουατζής,Αφορισμοί / Γνωμικά,,,Τα μικρά β'.pdf,https://www.openbook.gr/ta-mikra-b/,http://bit.ly/2JZrgvj
openBook279,Ύμνος εις την Αθηνάν,Κωστής Παλαμάς (1859 – 1943),Ποίηση,1889,,Ύμνος εις την Αθηνάν.pdf,https://www.openbook.gr/ymnos-eis-tin-athinan/,http://bit.ly/34j4ibb
openBook280,Το λουλούδι της ισότητας,Ευδοκία Πρασίνου,,2017,978-960-6737-36-7,Το λουλούδι της ισότητας.pdf,https://www.openbook.gr/to-loyloydi-tis-isotitas/,http://bit.ly/2NjtmrF
openBook281,Όταν ήμουν δάσκαλος και άλλα διάφορα διηγήματα,Ιωάννης Κονδυλάκης (1862-1920),Διήγημα,1916,,Όταν ήμουν δάσκαλος και άλλα διάφορα διηγήματα.pdf,https://www.openbook.gr/otan-imoun-daskalos/,http://bit.ly/2FpSNnB
openBook282,Μετά το διαζύγιο,"Γκράτσια Ντελέντα (Grazia Deledda, 1871-1936)",,2017,978-618-5147-97-6,Μετά το διαζύγιο.pdf,https://www.openbook.gr/meta-to-diazygio/,http://bit.ly/2gn1wLr
openBook283,Λόγος του ’18,,Διήγημα + Ποίηση,2019,978-618-5348-06-9,Λόγος του ’18.pdf,https://www.openbook.gr/logos-tou-18/,http://bit.ly/2Y5C3KX
openBook284,Μεταφράσεις Ελλήνων 19ου – αρχές 20ου αιώνα,,Ποίηση,2014,978-618-81297-1-9,Μεταφράσεις Ελλήνων 19ου – αρχές 20ου αιώνα.pdf,https://www.openbook.gr/metafraseis-ellinwn-19ou-20ou-aiona/,http://bit.ly/2qNrbPQ
openBook285,Μένουν κόκκαλα,"Μασαόκα Σίκι (Masaoka Shiki, 1867-1902)",Ποίηση,2017,,Μένουν κόκκαλα.pdf,https://www.openbook.gr/menoun-kokkala/,http://bit.ly/2mztLwg
openBook286,Κοινωνική Ευρωπαϊκή Συλλογή Ποίησης και Τέχνης (1800 – 1950),,Ποίηση,2008,,Κοινωνική Ευρωπαϊκή Συλλογή Ποίησης και Τέχνης (1800 – 1950).pdf,https://www.openbook.gr/koinwniki-eyrwpaiki-syllogi-poiisis-kai-texnis/,http://bit.ly/2tUsr9u
openBook287,Σε μία Olympia Traveller ’79,Μιχάλης Κατράκης,Ποίηση,2018,978-618-83664-5-9,Σε μία Olympia Traveller ’79.pdf,https://www.openbook.gr/se-mia-olympia-traveller-79/,http://bit.ly/2Oqm8pv
openBook288,Κόκκινο σπίτι,Ευθύμιος Λέντζας,Ποίηση,2018,,Κόκκινο σπίτι.pdf,https://www.openbook.gr/kokkino-spiti/,http://bit.ly/2q20MDh
openBook289,Ελεύθερες εξορίες,Ηλίας Τσέχος,Ποίηση,2019,,Ελεύθερες εξορίες.pdf,https://www.openbook.gr/eleftheres-exories/,http://bit.ly/2q9Xu0X
openBook290,Το Λεξικό του Ηγέτη,,Δοκίμιο,2013,,Το Λεξικό του Ηγέτη.pdf,https://www.openbook.gr/to-lexiko-toy-igeti/,http://bit.ly/2B6o90M
openBook291,Η Τέχνη του Πολέμου,"Αντουάν-Ανρί Ζομινί (Antoine-Henri Jomini, 1779-1869)",,2015,978-960-99796-4-1,Η Τέχνη του Πολέμου.pdf,https://www.openbook.gr/i-techni-tou-polemou/,http://bit.ly/2OsTtif
openBook292,,,,,,.pdf,https://www.openbook.gr/revolution-os/,
openBook293,,,,,,.pdf,https://www.openbook.gr/open-access-video/,
openBook294,,,,,,.pdf,https://www.openbook.gr/international-book-giving-day-2018/,
openBook295,,,,,,.pdf,https://www.openbook.gr/the-public-domain-project/,
openBook296,,,,,,.pdf,https://www.openbook.gr/linux-sta-sxoleia/,
openBook297,Η νεκρανάστασις του Σέρλοκ Χολμς – Οι περιπέτειες του Σέρλοκ Χολμς,"Άρθουρ Κόναν Ντόυλ (Arthur Conan Doyle, 1859–1930)",Αστυνομική λογοτεχνία,2019,,Η νεκρανάστασις του Σέρλοκ Χολμς – Οι περιπέτειες του Σέρλοκ Χολμς.pdf,https://www.openbook.gr/i-nekranastasis-toy-sherlock-holmes/,http://bit.ly/2OzVSaZ
openBook298,Ιστορία του Πελοποννησιακού Πολέμου,Θουκυδίδης (460 π.Χ. – περ. 399 π.Χ.),Αρχαία Γραμματεία,2019,,Ιστορία του Πελοποννησιακού Πολέμου.pdf,https://www.openbook.gr/istoria-toy-peloponnisiakoy-polemoy/,http://bit.ly/36bLJrd
openBook299,Καλαμιές στον άνεμο,"Γκράτσια Ντελέντα (Grazia Deledda, 1871-1936)",Μυθιστόρημα,2019,978-618-84176-4-9,Καλαμιές στον άνεμο.pdf,https://www.openbook.gr/kalamies-ston-anemo/,http://bit.ly/2Cpa5QZ
openBook300,Έγκλημα στο χωριό,,Διήγημα,2013,978-960-99990-7-6,Έγκλημα στο χωριό.pdf,https://www.openbook.gr/egklima-sto-xwrio/,http://bit.ly/2sKNEBK
openBook301,"Άκου, το κέρας θλίβεται","Πωλ Βερλαίν (Paul Verlaine, 1844-1896)",Ποίηση,2019,,"Άκου, το κέρας θλίβεται.pdf",https://www.openbook.gr/akou-to-keras-thlivetai/,http://bit.ly/2nuc9Dg
openBook302,Κείμενα νεοελληνικού λόγου,John Dunn (1940-),Σύγγραμμα,2000,,Κείμενα νεοελληνικού λόγου.pdf,https://www.openbook.gr/john-locke/,http://bit.ly/31KswdE
openBook303,Πώς να δημιουργήσουμε μια παγκόσμια και ευημερούσα οικονομία βασισμένη στα κοινά,,Πολιτικές Επιστήμες,2018,978-960-99990-8-3,Πώς να δημιουργήσουμε μια παγκόσμια και ευημερούσα οικονομία βασισμένη στα κοινά.pdf,https://www.openbook.gr/pws-na-dimiourgisoume-mia-pagkosmia-kai-eyimerousa-oikonomia-vasismeni-sta-koina/,http://bit.ly/2zQmsEV
openBook304,Τα μικρά,Γιώργος Δουατζής,Αφορισμοί / Γνωμικά,,,Τα μικρά.pdf,https://www.openbook.gr/ta-mikra/,http://bit.ly/2zUopjC
openBook305,Γκρίζο φεγγάρι,"Σίγκα Ναόγια (Shiga Naoya, 1883-1971)",Διήγημα,2012,,Γκρίζο φεγγάρι.pdf,https://www.openbook.gr/gkrizo-feggari/,http://bit.ly/2nlztm9
openBook306,Ένα παράξενο όνειρο,"Σίγκα Ναόγια (Shiga Naoya, 1883-1971)",Διήγημα,2012,,Ένα παράξενο όνειρο.pdf,https://www.openbook.gr/ena-paraxeno-oneiro/,http://bit.ly/2mAYfhY
openBook307,Ο Νόμος των διαφορετικών λέξεων,Τάκης Κουφόπουλος (1927-2019),Δοκίμιο,2006,,Ο Νόμος των διαφορετικών λέξεων.pdf,https://www.openbook.gr/o-nomos-twn-diaforetikwn-lexewn/,http://bit.ly/2mikucw
openBook308,Γλώσσα και Γραφή,Τάκης Κουφόπουλος (1927-2019),Δοκίμιο,2001,,Γλώσσα και Γραφή.pdf,https://www.openbook.gr/glossa-kai-grafi-2/,http://bit.ly/2lHnz5K
openBook309,Συγκριτικά στοιχεία της Ελληνικής γλώσσας,Τάκης Κουφόπουλος (1927-2019),Δοκίμιο,1996,,Συγκριτικά στοιχεία της Ελληνικής γλώσσας.pdf,https://www.openbook.gr/sygkritika-stoixeia-tis-ellinikis-glossas/,http://bit.ly/2ngNDop
openBook310,Ο Σκοτεινός – Σημειώσεις για τον Ηράκλειτο,Τάκης Κουφόπουλος (1927-2019),Δοκίμιο,1991,,Ο Σκοτεινός – Σημειώσεις για τον Ηράκλειτο.pdf,https://www.openbook.gr/o-skoteinos/,http://bit.ly/2nHzd0S
openBook311,Είκοσι Ψαλμοί της Παλαιάς Διαθήκης,,Εκκλησιαστικά κείμενα,2003,,Είκοσι Ψαλμοί της Παλαιάς Διαθήκης.pdf,https://www.openbook.gr/eikosi-psalmoi/,http://bit.ly/2m4e7cT
openBook312,Τέσσερα κουαρτέτα,T.S. Eliot (1888-1965),; Ποίηση,2018,,Τέσσερα κουαρτέτα.pdf,https://www.openbook.gr/tessera-kouarteta/,http://bit.ly/2lxjJvL
openBook313,Τετάρτη των Τεφρών και άλλα ποιήματα,T.S. Eliot (1888-1965),; Ποίηση,1964,,Τετάρτη των Τεφρών και άλλα ποιήματα.pdf,https://www.openbook.gr/tetarti-twn-tefrwn/,http://bit.ly/2n4XPR6
openBook314,Ψήγματα,Τάκης Κουφόπουλος (1927-2019),Διήγημα,2018,,Ψήγματα.pdf,https://www.openbook.gr/psigmata/,http://bit.ly/2nbSV4x
openBook315,Ποιήματα 1942-1946,Τάκης Κουφόπουλος (1927-2019),Ποίηση,2009,,Ποιήματα 1942-1946.pdf,https://www.openbook.gr/poiimata-1942-1946/,http://bit.ly/2lvg9SQ
openBook316,Εκδοχές,Τάκης Κουφόπουλος (1927-2019),Διήγημα,,,Εκδοχές.pdf,https://www.openbook.gr/ekdoxes/,http://bit.ly/2mbEFJ7
openBook317,Σχάσεις,Τάκης Κουφόπουλος (1927-2019),Διήγημα,1999,,Σχάσεις.pdf,https://www.openbook.gr/sxaseis/,http://bit.ly/2lv5gjW
openBook318,Διχθά,Τάκης Κουφόπουλος (1927-2019),Ποίηση,1996,,Διχθά.pdf,https://www.openbook.gr/dixtha/,http://bit.ly/2lwnK3x
openBook319,Η οδός,Τάκης Κουφόπουλος (1927-2019),Διήγημα,1963,,Η οδός.pdf,https://www.openbook.gr/i-odos/,http://bit.ly/2m2FSm7
openBook320,Μικρές σύγχρονες ιστορίες,Τάκης Κουφόπουλος (1927-2019),Διήγημα,1959,,Μικρές σύγχρονες ιστορίες.pdf,https://www.openbook.gr/mikres-sygxrones-istories/,http://bit.ly/2nBukX9
openBook321,Πρόγραμμα Δημιουργικής Γραφής,,Υλικό εκπαίδευσης Ενηλίκων,,,Πρόγραμμα Δημιουργικής Γραφής.pdf,https://www.openbook.gr/programma-dimiourgikis-grafis/,http://bit.ly/2lmf1kA
openBook322,,,,,,.pdf,https://www.openbook.gr/100-free-ebooks-sites/,
openBook323,,,,,,.pdf,https://www.openbook.gr/bookmobile/,
openBook324,,,,,,.pdf,https://www.openbook.gr/fakelos-kyprou/,https://library.parliament.gr/Portals/6/ebooks/fakelos_kyproy_tomos_A/index.html
openBook325,,,,,,.pdf,https://www.openbook.gr/14000-arxeia-tis-gallikis-epanastasis-online/,
openBook326,,,,,,.pdf,https://www.openbook.gr/texni-twn-koinwn/,
openBook327,Η νεκρανάστασις του Σέρλοκ Χολμς – Οι περιπέτειες του Σέρλοκ Χολμς,"Άρθουρ Κόναν Ντόυλ (Arthur Conan Doyle, 1859–1930)",Αστυνομική λογοτεχνία,2019,,Η νεκρανάστασις του Σέρλοκ Χολμς – Οι περιπέτειες του Σέρλοκ Χολμς.pdf,https://www.openbook.gr/i-nekranastasis-toy-sherlock-holmes/,http://bit.ly/2OzVSaZ
openBook328,Ευτυχισμένο κοιμάμενο νερό,Γιάννης Φαρσάρης,Θεατρικό έργο,2019,978-618-5444-00-6,Ευτυχισμένο κοιμάμενο νερό.pdf,https://www.openbook.gr/eytyxismeno-koimameno-nero/,http://bit.ly/2kF1GDD
openBook329,Το τάμα της Ανθούλας,Ναπολέων Λαπαθιώτης (1888-1944),Αισθηματικό ρομάντζο,2019,,Το τάμα της Ανθούλας.pdf,https://www.openbook.gr/to-tama-tis-anthoulas/,http://bit.ly/31JQSVc
openBook330,Το λαμπρό αμάξι,Ζαχαρίας Παπαντωνίου (1877-1940),Διήγημα,2018,,Το λαμπρό αμάξι.pdf,https://www.openbook.gr/to-lampro-amaxi/,http://bit.ly/2P9OLmh
openBook331,Η Φόνισσα,Αλέξανδρος Παπαδιαμάντης (1851-1911),Νουβέλα,,,Η Φόνισσα.pdf,https://www.openbook.gr/fonissa-papadiamantis/,http://bit.ly/2mQu8mq
openBook332,Άπαντα Ποιήματα,Μαρία Πολυδούρη (1902-1930),Ποίηση,2018,,Άπαντα Ποιήματα.pdf,https://www.openbook.gr/apanta-poiimata-maria-polydouri/,http://bit.ly/2zsDCZ1
openBook333,Νάθαν ο σοφός,"Γκότχολντ Εφραίμ Λέσσινγκ (Gotthold Ephraim Lessing, 1729-1781)",Θεατρικό έργο,1779,,Νάθαν ο σοφός.pdf,https://www.openbook.gr/nathan-o-sofos/,http://bit.ly/2l6rUiw
openBook334,Η Σονάτα του Σεληνόφωτος,Γιάννης Ρίτσος,Ποίηση,,,Η Σονάτα του Σεληνόφωτος.pdf,https://www.openbook.gr/i-sonata-tou-selinofwtos/,http://bit.ly/2QUJDVa
openBook335,Η Λίνα και η μαμά της,,Παραμύθι,2016,,Η Λίνα και η μαμά της.pdf,https://www.openbook.gr/i-lina-kai-i-mama-tis/,http://bit.ly/2NCMu7m
openBook336,Δον Κιχώτης ο Μαγκήσιος,"Μιγκέλ ντε Θερβάντες (Miguel de Cervantes, 1547-1616)",,1864,,Δον Κιχώτης ο Μαγκήσιος.pdf,https://www.openbook.gr/don-quixote/,http://bit.ly/2OucbmZ
openBook337,"Ελληνική κοσμιότης ή, υποθήκαι περί του ευπρεπώς φέρεσθαι",Αρίσταρχος Χριστόπουλος,Σύγγραμμα,1907,,"Ελληνική κοσμιότης ή, υποθήκαι περί του ευπρεπώς φέρεσθαι.pdf",https://www.openbook.gr/elliniki-kosmiotis/,http://bit.ly/2mbOJ4l
openBook338,Αυνανισμού επιτομή,,Μελέτη,1777,,Αυνανισμού επιτομή.pdf,https://www.openbook.gr/aynanismou-epitomi/,http://bit.ly/2kIGA7h
openBook339,Ο Κρητικός,Διονύσιος Σολωμός (1798-1857),Ποίηση,2013,,Ο Κρητικός.pdf,https://www.openbook.gr/o-kritikos/,http://bit.ly/2j0Z8id
openBook340,Η Τρίχα,Διονύσιος Σολωμός (1798-1857),Ποίηση,2013,,Η Τρίχα.pdf,https://www.openbook.gr/i-trixa/,http://bit.ly/2BeVZTq
openBook341,Ξεψαχνίζοντας το παρελθόν,Βασίλειος Κάππας,Ποίηση,2019,978-618-00-1440-2,Ξεψαχνίζοντας το παρελθόν.pdf,https://www.openbook.gr/ksepsaxnizontas-to-parelthon/,http://bit.ly/2knmYWh
openBook342,Οι φωνές από δίπλα,Γιάννης Αντάμης,Αποσπάσματα,2018,,Οι φωνές από δίπλα.pdf,https://www.openbook.gr/oi-fwnes-apo-dipla/,http://bit.ly/2F7yoGn
openBook343,Ένα έντεκα,Γιάννης Αντάμης,Αποσπάσματα,2018,,Ένα έντεκα.pdf,https://www.openbook.gr/ena-enteka/,http://bit.ly/2RnU5nO
openBook344,Ιθάκη του Κ.Π. Καβάφη,,Κόμικ,2013,,Ιθάκη του Κ.Π. Καβάφη.pdf,https://www.openbook.gr/ithaka-comic/,http://bit.ly/2Q3DAxc
openBook345,Χιλιόμετρα κάναμε πάλι,Γιάννης Αντάμης,Αποσπάσματα,2018,,Χιλιόμετρα κάναμε πάλι.pdf,https://www.openbook.gr/xiliometra-kaname-pali/,http://bit.ly/2OgPFgb
openBook346,Δώδεκα παιδικά διηγήματα μετά 14 εικονογραφιών,,Παιδική λογοτεχνία,1870,,Δώδεκα παιδικά διηγήματα μετά 14 εικονογραφιών.pdf,https://www.openbook.gr/dwdeka-paidika-diigimata/,http://bit.ly/2LcCH4R
openBook347,Μπαλκανμομπίλ,Γιάννης Αντάμης,Αποσπάσματα,2018,,Μπαλκανμομπίλ.pdf,https://www.openbook.gr/balkanmobil/,http://bit.ly/2ostHMH
openBook348,Βιντζέντζος Κορνάρος,,Δοκίμιο,19–?,,Βιντζέντζος Κορνάρος.pdf,https://www.openbook.gr/vintzentzos-kornaros/,http://bit.ly/2LiRjP3
openBook349,Πεζοί ρυθμοί,Ζαχαρίας Παπαντωνίου (1877-1940),Διήγημα,1922,,Πεζοί ρυθμοί.pdf,https://www.openbook.gr/pezoi-rythmoi/,http://bit.ly/2UiDYKE
openBook350,Αι ελληνίδες εταίραι,"Εμίλ Ντεσανέλ (Emile Deschanel, 1819-1904)",Κοινωνική ιστορία,1879,,Αι ελληνίδες εταίραι.pdf,https://www.openbook.gr/ai-ellinides-etairai/,http://bit.ly/2MBGuKQ
openBook351,Τα πρώτα παραμύθια,Κωστής Πασσαγιάννης,Παιδική Λογοτεχνία,1894,,Τα πρώτα παραμύθια.pdf,https://www.openbook.gr/ta-prwta-paramythia/,http://bit.ly/2Ntd6pV
openBook352,,,,,,.pdf,https://www.openbook.gr/vres-mia-vivliothiki-stin-perioxi-soy/,
openBook353,,,,,,.pdf,https://www.openbook.gr/mozilla-firefox-tattoo/,
openBook354,,,,,,.pdf,https://www.openbook.gr/afigisi-paramythiwn-online-apo-tin-dimosia-kentriki-vivliothiki-chalkidas/,
openBook355,,,,,,.pdf,https://www.openbook.gr/open-street-library/,
openBook356,,"πρέπει να είναι σε θέση να αποκομίζει τους καρπούς της διανοητικής εργασίας του, το ευρύ κοινό δεν πρέπει να στερείται για υπερβολικά μεγάλο χρονικό διάστημα τα πλεονεκτήματα της ελεύθερης χρήσης αυτών των έργων.",,,,.pdf,https://www.openbook.gr/public-domain-manifesto/,http://bit.ly/2DIr5Tk
openBook357,Ο Πάνος ο Κλάρας,Ζαχαρίας Παπαντωνίου (1877-1940),Διήγημα,2018,,Ο Πάνος ο Κλάρας.pdf,https://www.openbook.gr/o-panos-o-klaras/,http://bit.ly/2MbhiHd
openBook358,Η τιμή και το χρήμα,Κωνσταντίνος Θεοτόκης (1872 – 1923),Νουβέλα,2019,978-618-84176-8-7,Η τιμή και το χρήμα.pdf,https://www.openbook.gr/i-timi-kai-to-xrima/,http://bit.ly/2vHhGGR
openBook359,Πίστομα και άλλες ιστορίες,Κωνσταντίνος Θεοτόκης (1872 – 1923),Διήγημα,2019,978-618-84176-7-0,Πίστομα και άλλες ιστορίες.pdf,https://www.openbook.gr/pistoma-kai-alles-istories/,http://bit.ly/2VpRijh
openBook360,Η παιδική ζωή του Ερρίκου Ίψεν,"Ερρίκος Ίψεν (Henrik Ibsen, 1828-1906)",Αφήγημα,2019,,Η παιδική ζωή του Ερρίκου Ίψεν.pdf,https://www.openbook.gr/i-paidiki-zwi-tou-errikou-ipsen/,http://bit.ly/2xl28tb
openBook361,Ελληνική λογοτεχνία και διαδίκτυο: μεσολαβώντας,Κωνσταντίνος Ζυγογιάννης,Πτυχιακή εργασία,2013,,Ελληνική λογοτεχνία και διαδίκτυο: μεσολαβώντας.pdf,https://www.openbook.gr/elliniki-logotexnia-kai-diadiktyo-mesolavontas/,http://bit.ly/2MwOahM
openBook362,Εκλογές σε σκίτσα,Γιάννης Ιωάννου,Γελοιογραφία,1977,,Εκλογές σε σκίτσα.pdf,https://www.openbook.gr/ekloges-se-skitsa/,http://bit.ly/2MXJb68
openBook363,European stories,,Διήγημα,2018,978-92-79-81483-9,European stories.pdf,https://www.openbook.gr/european-stories/,http://bit.ly/2wfcV7c
openBook364,Ναυτικά διηγήματα,Κωνσταντίνος Ράδος (1862-1931),Διήγημα,1910,,Ναυτικά διηγήματα.pdf,https://www.openbook.gr/naytika-diigimata/,http://bit.ly/2LDxiGm
openBook365,Διαδίκτυο και Λογοτεχνία: Έρευνα αναγνωστικής συμπεριφοράς των χρηστών του διαδικτύου και αξιοποίησή της στη διδασκαλία της Λογοτεχνίας στη Δευτεροβάθμια Εκπαίδευση,Ειρήνη Γαμβρού,Διδακτορική διατριβή,2016,,Διαδίκτυο και Λογοτεχνία: Έρευνα αναγνωστικής συμπεριφοράς των χρηστών του διαδικτύου και αξιοποίησή της στη διδασκαλία της Λογοτεχνίας στη Δευτεροβάθμια Εκπαίδευση.pdf,https://www.openbook.gr/diadiktyo-kai-logotexnia/,http://bit.ly/2MIAZJK
openBook366,Από το χαρτί στην οθόνη: Ζητήματα της ηλεκτρονικής λογοτεχνίας,Αγγελική Γιαννικοπούλου,Δοκίμιο,2009,,Από το χαρτί στην οθόνη: Ζητήματα της ηλεκτρονικής λογοτεχνίας.pdf,https://www.openbook.gr/eidi-keimenwn-ilektronikis-logotexnias/,http://bit.ly/2YOhcLs
openBook367,Ένα Mundial για τις φίλες μου,Νίκος Χαραλαμπόπουλος,Ποδόσφαιρο,2018,,Ένα Mundial για τις φίλες μου.pdf,https://www.openbook.gr/ena-mundial-gia-tis-files-mou/,http://bit.ly/2ANXeJS
openBook368,Ο Πάνος ο Κλάρας,Ζαχαρίας Παπαντωνίου (1877-1940),Διήγημα,2018,,Ο Πάνος ο Κλάρας.pdf,https://www.openbook.gr/o-panos-o-klaras/,http://bit.ly/2MbhiHd
openBook369,Ιστορική ορθογραφία: αναγκαίο κακό ή άταφος νεκρός;,Δημήτρης Καλαμπούκας,Δοκίμιο,2017,,Ιστορική ορθογραφία: αναγκαίο κακό ή άταφος νεκρός;.pdf,https://www.openbook.gr/istoriki-orthografia/,http://bit.ly/2Zlc3eR
openBook370,Χίλια μιλιγκράμ απουσίας,Μιχάλης Κατράκης,Διήγημα,2018,978-618-83664-3-5,Χίλια μιλιγκράμ απουσίας.pdf,https://www.openbook.gr/xilia-miligram-apousias/,http://bit.ly/2mY5JIs
openBook371,Επιφυλλίδες 1989-2004,Μάριος Πλωρίτης,Δοκίμιο,2010,τ. Α’ 978-960-6757-32-7,Επιφυλλίδες 1989-2004.pdf,https://www.openbook.gr/epifyllides-1989-2004-a/,http://bit.ly/2AdN9pd
openBook372,Επιφυλλίδες 1989-2004,Μάριος Πλωρίτης,Δοκίμιο,2010,τ. Β’ 978-960-6757-33-4,Επιφυλλίδες 1989-2004.pdf,https://www.openbook.gr/epifyllides-1989-2004-b/,http://bit.ly/2uV1zWh
openBook373,Reqviem,"Χοσέ Ιέρρο (José Hierro, 1922-2002)",Ποίηση,2015,,Reqviem.pdf,https://www.openbook.gr/reqviem/,http://bit.ly/2yY6iGL
openBook374,Περί Παιδείας Παρακαταθήκη Ιωάννου Καποδίστρια,John D. Pappas (Ιωάννης Δ. Παπακωνσταντίνου),Ιστορία,2018,978-618-80434-9-7,Περί Παιδείας Παρακαταθήκη Ιωάννου Καποδίστρια.pdf,https://www.openbook.gr/peri-paideias-parakatathiki-iwannou-kapodistria/,http://bit.ly/2usxXia
openBook375,Η συγγραφή του μυθιστορήματος – Συνομιλία με τον Franz Kafka,Ελευθερία Δημητρομανωλάκη,Μελέτη / Οδηγός δημιουργικής γραφής,2018,978-618-5348-03-8,Η συγγραφή του μυθιστορήματος – Συνομιλία με τον Franz Kafka.pdf,https://www.openbook.gr/synomilia-me-ton-franz-kafka/,http://bit.ly/2lZDVmL
openBook376,Το δέντρο είναι που βλέπει,,Παιδική λογοτεχνία / Οικολογία,2008,978-960-98456-4-9,Το δέντρο είναι που βλέπει.pdf,https://www.openbook.gr/to-dentro-einai-poy-vlepei/,http://bit.ly/2NbyJwz
openBook377,Ένα παράξενο ταξίδι!,,Παιδική λογοτεχνία / Οικολογία,2008,978-960-98456-6-3,Ένα παράξενο ταξίδι!.pdf,https://www.openbook.gr/ena-paraxeno-taxidi/,http://bit.ly/2IH8d9U
openBook378,Μην κλαις τενεκεδούλα,,Παιδική λογοτεχνία / Οικολογία,2008,978-960-98456-3-2,Μην κλαις τενεκεδούλα.pdf,https://www.openbook.gr/min-klais-tenekedoula/,http://bit.ly/2IEhFLk
openBook379,Τα όνειρα των σκουπιδιών,,Παιδική λογοτεχνία / Οικολογία,2008,978-960-98456-5-6,Τα όνειρα των σκουπιδιών.pdf,https://www.openbook.gr/ta-oneira-twn-skoupidiwn/,http://bit.ly/2XxBiNo
openBook380,Το μυστικό της Πειναλόπης,,Παιδική λογοτεχνία / Οικολογία,2008,978-960-98456-7-0,Το μυστικό της Πειναλόπης.pdf,https://www.openbook.gr/to-mystiko-tis-peinalopis/,http://bit.ly/2Nb5Xfh
openBook381,Ο ινδός ωτορινολαρυγγολόγος,Γιάννης Αντάμης,Αποσπάσματα,2018,,Ο ινδός ωτορινολαρυγγολόγος.pdf,https://www.openbook.gr/o-indos-wtorinolaryggologos/,http://bit.ly/2ApogFj
openBook382,,,,,,.pdf,https://www.openbook.gr/drawing-ebooks/,
